# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v2.7 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2016-04-06T00:00:00.0
# Date end (ISO 8601): 2016-04-09T00:00:00.0
# Latitude (positive North, ISO 19115): 1.3400
# Longitude (positive East, ISO 19115): 103.6800
# Altitude (m): 29.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2016-04-06T20:20:00.0/2016-04-06T20:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:21:00.0/2016-04-06T20:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:22:00.0/2016-04-06T20:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:23:00.0/2016-04-06T20:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:24:00.0/2016-04-06T20:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:25:00.0/2016-04-06T20:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:26:00.0/2016-04-06T20:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:27:00.0/2016-04-06T20:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:28:00.0/2016-04-06T20:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:29:00.0/2016-04-06T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:30:00.0/2016-04-06T20:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:31:00.0/2016-04-06T20:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:32:00.0/2016-04-06T20:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:33:00.0/2016-04-06T20:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:34:00.0/2016-04-06T20:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:35:00.0/2016-04-06T20:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:36:00.0/2016-04-06T20:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:37:00.0/2016-04-06T20:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:38:00.0/2016-04-06T20:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:39:00.0/2016-04-06T20:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:40:00.0/2016-04-06T20:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:41:00.0/2016-04-06T20:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:42:00.0/2016-04-06T20:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:43:00.0/2016-04-06T20:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:44:00.0/2016-04-06T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:45:00.0/2016-04-06T20:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:46:00.0/2016-04-06T20:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:47:00.0/2016-04-06T20:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:48:00.0/2016-04-06T20:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:49:00.0/2016-04-06T20:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:50:00.0/2016-04-06T20:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:51:00.0/2016-04-06T20:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:52:00.0/2016-04-06T20:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:53:00.0/2016-04-06T20:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:54:00.0/2016-04-06T20:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:55:00.0/2016-04-06T20:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:56:00.0/2016-04-06T20:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:57:00.0/2016-04-06T20:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:58:00.0/2016-04-06T20:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T20:59:00.0/2016-04-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:00:00.0/2016-04-06T21:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:01:00.0/2016-04-06T21:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:02:00.0/2016-04-06T21:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:03:00.0/2016-04-06T21:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:04:00.0/2016-04-06T21:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:05:00.0/2016-04-06T21:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:06:00.0/2016-04-06T21:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:07:00.0/2016-04-06T21:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:08:00.0/2016-04-06T21:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:09:00.0/2016-04-06T21:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:10:00.0/2016-04-06T21:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:11:00.0/2016-04-06T21:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:12:00.0/2016-04-06T21:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:13:00.0/2016-04-06T21:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:14:00.0/2016-04-06T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:15:00.0/2016-04-06T21:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:16:00.0/2016-04-06T21:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:17:00.0/2016-04-06T21:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:18:00.0/2016-04-06T21:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:19:00.0/2016-04-06T21:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:20:00.0/2016-04-06T21:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:21:00.0/2016-04-06T21:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:22:00.0/2016-04-06T21:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:23:00.0/2016-04-06T21:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:24:00.0/2016-04-06T21:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:25:00.0/2016-04-06T21:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:26:00.0/2016-04-06T21:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:27:00.0/2016-04-06T21:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:28:00.0/2016-04-06T21:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:29:00.0/2016-04-06T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:30:00.0/2016-04-06T21:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:31:00.0/2016-04-06T21:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:32:00.0/2016-04-06T21:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:33:00.0/2016-04-06T21:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:34:00.0/2016-04-06T21:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:35:00.0/2016-04-06T21:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:36:00.0/2016-04-06T21:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:37:00.0/2016-04-06T21:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:38:00.0/2016-04-06T21:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:39:00.0/2016-04-06T21:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:40:00.0/2016-04-06T21:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:41:00.0/2016-04-06T21:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:42:00.0/2016-04-06T21:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:43:00.0/2016-04-06T21:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:44:00.0/2016-04-06T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:45:00.0/2016-04-06T21:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:46:00.0/2016-04-06T21:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:47:00.0/2016-04-06T21:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:48:00.0/2016-04-06T21:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:49:00.0/2016-04-06T21:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:50:00.0/2016-04-06T21:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:51:00.0/2016-04-06T21:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:52:00.0/2016-04-06T21:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:53:00.0/2016-04-06T21:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:54:00.0/2016-04-06T21:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:55:00.0/2016-04-06T21:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:56:00.0/2016-04-06T21:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:57:00.0/2016-04-06T21:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:58:00.0/2016-04-06T21:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T21:59:00.0/2016-04-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:00:00.0/2016-04-06T22:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:01:00.0/2016-04-06T22:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:02:00.0/2016-04-06T22:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:03:00.0/2016-04-06T22:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:04:00.0/2016-04-06T22:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:05:00.0/2016-04-06T22:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:06:00.0/2016-04-06T22:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:07:00.0/2016-04-06T22:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:08:00.0/2016-04-06T22:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:09:00.0/2016-04-06T22:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:10:00.0/2016-04-06T22:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:11:00.0/2016-04-06T22:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:12:00.0/2016-04-06T22:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:13:00.0/2016-04-06T22:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:14:00.0/2016-04-06T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:15:00.0/2016-04-06T22:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:16:00.0/2016-04-06T22:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:17:00.0/2016-04-06T22:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:18:00.0/2016-04-06T22:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:19:00.0/2016-04-06T22:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:20:00.0/2016-04-06T22:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:21:00.0/2016-04-06T22:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:22:00.0/2016-04-06T22:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:23:00.0/2016-04-06T22:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:24:00.0/2016-04-06T22:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:25:00.0/2016-04-06T22:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:26:00.0/2016-04-06T22:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:27:00.0/2016-04-06T22:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:28:00.0/2016-04-06T22:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:29:00.0/2016-04-06T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:30:00.0/2016-04-06T22:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:31:00.0/2016-04-06T22:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:32:00.0/2016-04-06T22:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:33:00.0/2016-04-06T22:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:34:00.0/2016-04-06T22:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:35:00.0/2016-04-06T22:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:36:00.0/2016-04-06T22:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:37:00.0/2016-04-06T22:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:38:00.0/2016-04-06T22:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:39:00.0/2016-04-06T22:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:40:00.0/2016-04-06T22:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:41:00.0/2016-04-06T22:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:42:00.0/2016-04-06T22:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:43:00.0/2016-04-06T22:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:44:00.0/2016-04-06T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:45:00.0/2016-04-06T22:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:46:00.0/2016-04-06T22:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:47:00.0/2016-04-06T22:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:48:00.0/2016-04-06T22:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:49:00.0/2016-04-06T22:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:50:00.0/2016-04-06T22:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:51:00.0/2016-04-06T22:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:52:00.0/2016-04-06T22:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:53:00.0/2016-04-06T22:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:54:00.0/2016-04-06T22:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:55:00.0/2016-04-06T22:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:56:00.0/2016-04-06T22:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:57:00.0/2016-04-06T22:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:58:00.0/2016-04-06T22:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T22:59:00.0/2016-04-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T23:00:00.0/2016-04-06T23:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T23:01:00.0/2016-04-06T23:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T23:02:00.0/2016-04-06T23:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T23:03:00.0/2016-04-06T23:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T23:04:00.0/2016-04-06T23:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T23:05:00.0/2016-04-06T23:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T23:06:00.0/2016-04-06T23:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-06T23:07:00.0/2016-04-06T23:08:00.0;0.0689;0.0129;0.0000;0.0129;0.0000
2016-04-06T23:08:00.0/2016-04-06T23:09:00.0;0.1674;0.0355;0.0000;0.0355;0.0000
2016-04-06T23:09:00.0/2016-04-06T23:10:00.0;0.2659;0.0600;0.0003;0.0597;0.0000
2016-04-06T23:10:00.0/2016-04-06T23:11:00.0;0.3645;0.0855;0.0011;0.0845;0.0000
2016-04-06T23:11:00.0/2016-04-06T23:12:00.0;0.4630;0.1119;0.0026;0.1093;0.1279
2016-04-06T23:12:00.0/2016-04-06T23:13:00.0;0.5615;0.1390;0.0051;0.1339;0.2060
2016-04-06T23:13:00.0/2016-04-06T23:14:00.0;0.6600;0.1666;0.0086;0.1579;0.2968
2016-04-06T23:14:00.0/2016-04-06T23:15:00.0;0.7585;0.1946;0.0132;0.1814;0.3972
2016-04-06T23:15:00.0/2016-04-06T23:16:00.0;0.8570;0.2230;0.0190;0.2040;0.5047
2016-04-06T23:16:00.0/2016-04-06T23:17:00.0;0.9554;0.2518;0.0259;0.2259;0.6174
2016-04-06T23:17:00.0/2016-04-06T23:18:00.0;1.0539;0.2809;0.0340;0.2470;0.7337
2016-04-06T23:18:00.0/2016-04-06T23:19:00.0;1.1523;0.3103;0.0432;0.2672;0.8524
2016-04-06T23:19:00.0/2016-04-06T23:20:00.0;1.2507;0.3400;0.0535;0.2865;0.9726
2016-04-06T23:20:00.0/2016-04-06T23:21:00.0;1.3491;0.3699;0.0648;0.3051;1.0935
2016-04-06T23:21:00.0/2016-04-06T23:22:00.0;1.4475;0.4000;0.0773;0.3228;1.2145
2016-04-06T23:22:00.0/2016-04-06T23:23:00.0;1.5458;0.4304;0.0907;0.3396;1.3352
2016-04-06T23:23:00.0/2016-04-06T23:24:00.0;1.6441;0.4609;0.1052;0.3557;1.4553
2016-04-06T23:24:00.0/2016-04-06T23:25:00.0;1.7424;0.4916;0.1206;0.3710;1.5744
2016-04-06T23:25:00.0/2016-04-06T23:26:00.0;1.8406;0.5225;0.1369;0.3855;1.6924
2016-04-06T23:26:00.0/2016-04-06T23:27:00.0;1.9388;0.5535;0.1542;0.3993;1.8092
2016-04-06T23:27:00.0/2016-04-06T23:28:00.0;2.0370;0.5911;0.1733;0.4178;1.9356
2016-04-06T23:28:00.0/2016-04-06T23:29:00.0;2.1351;0.6345;0.1943;0.4402;2.0697
2016-04-06T23:29:00.0/2016-04-06T23:30:00.0;2.2332;0.6786;0.2162;0.4623;2.2027
2016-04-06T23:30:00.0/2016-04-06T23:31:00.0;2.3313;0.7234;0.2392;0.4841;2.3344
2016-04-06T23:31:00.0/2016-04-06T23:32:00.0;2.4293;0.7688;0.2632;0.5056;2.4646
2016-04-06T23:32:00.0/2016-04-06T23:33:00.0;2.5273;0.8148;0.2881;0.5267;2.5933
2016-04-06T23:33:00.0/2016-04-06T23:34:00.0;2.6252;0.8614;0.3139;0.5474;2.7204
2016-04-06T23:34:00.0/2016-04-06T23:35:00.0;2.7230;0.9085;0.3407;0.5679;2.8459
2016-04-06T23:35:00.0/2016-04-06T23:36:00.0;2.8209;0.9562;0.3682;0.5880;2.9696
2016-04-06T23:36:00.0/2016-04-06T23:37:00.0;2.9186;1.0044;0.3967;0.6078;3.0916
2016-04-06T23:37:00.0/2016-04-06T23:38:00.0;3.0163;1.0531;0.4259;0.6272;3.2119
2016-04-06T23:38:00.0/2016-04-06T23:39:00.0;3.1140;1.1022;0.4559;0.6463;3.3304
2016-04-06T23:39:00.0/2016-04-06T23:40:00.0;3.2116;1.1518;0.4867;0.6651;3.4471
2016-04-06T23:40:00.0/2016-04-06T23:41:00.0;3.3091;1.2018;0.5182;0.6836;3.5621
2016-04-06T23:41:00.0/2016-04-06T23:42:00.0;3.4066;1.2522;0.5504;0.7018;3.6754
2016-04-06T23:42:00.0/2016-04-06T23:43:00.0;3.5040;1.3030;0.5833;0.7197;3.7869
2016-04-06T23:43:00.0/2016-04-06T23:44:00.0;3.6014;1.3542;0.6169;0.7373;3.8967
2016-04-06T23:44:00.0/2016-04-06T23:45:00.0;3.6986;1.4057;0.6512;0.7546;4.0048
2016-04-06T23:45:00.0/2016-04-06T23:46:00.0;3.7958;1.4576;0.6860;0.7716;4.1112
2016-04-06T23:46:00.0/2016-04-06T23:47:00.0;3.8930;1.5098;0.7215;0.7883;4.2160
2016-04-06T23:47:00.0/2016-04-06T23:48:00.0;3.9901;1.5641;0.7583;0.8058;4.3230
2016-04-06T23:48:00.0/2016-04-06T23:49:00.0;4.0870;1.6213;0.7966;0.8247;4.4339
2016-04-06T23:49:00.0/2016-04-06T23:50:00.0;4.1840;1.6789;0.8356;0.8433;4.5430
2016-04-06T23:50:00.0/2016-04-06T23:51:00.0;4.2808;1.7368;0.8752;0.8616;4.6506
2016-04-06T23:51:00.0/2016-04-06T23:52:00.0;4.3775;1.7951;0.9153;0.8798;4.7566
2016-04-06T23:52:00.0/2016-04-06T23:53:00.0;4.4742;1.8538;0.9561;0.8977;4.8610
2016-04-06T23:53:00.0/2016-04-06T23:54:00.0;4.5708;1.9127;0.9974;0.9153;4.9639
2016-04-06T23:54:00.0/2016-04-06T23:55:00.0;4.6673;1.9720;1.0393;0.9328;5.0652
2016-04-06T23:55:00.0/2016-04-06T23:56:00.0;4.7637;2.0316;1.0816;0.9500;5.1651
2016-04-06T23:56:00.0/2016-04-06T23:57:00.0;4.8600;2.0915;1.1245;0.9669;5.2635
2016-04-06T23:57:00.0/2016-04-06T23:58:00.0;4.9563;2.1516;1.1679;0.9837;5.3604
2016-04-06T23:58:00.0/2016-04-06T23:59:00.0;5.0524;2.2121;1.2118;1.0003;5.4559
2016-04-06T23:59:00.0/2016-04-07T00:00:00.0;5.1485;2.2728;1.2561;1.0166;5.5500
2016-04-07T00:00:00.0/2016-04-07T00:01:00.0;5.2444;2.3328;1.2998;1.0330;5.6378
2016-04-07T00:01:00.0/2016-04-07T00:02:00.0;5.3403;2.3922;1.3427;1.0496;5.7193
2016-04-07T00:02:00.0/2016-04-07T00:03:00.0;5.4360;2.4518;1.3859;1.0659;5.7994
2016-04-07T00:03:00.0/2016-04-07T00:04:00.0;5.5316;2.5115;1.4294;1.0821;5.8781
2016-04-07T00:04:00.0/2016-04-07T00:05:00.0;5.6272;2.5714;1.4732;1.0981;5.9555
2016-04-07T00:05:00.0/2016-04-07T00:06:00.0;5.7226;2.6314;1.5174;1.1140;6.0317
2016-04-07T00:06:00.0/2016-04-07T00:07:00.0;5.8180;2.6915;1.5618;1.1298;6.1065
2016-04-07T00:07:00.0/2016-04-07T00:08:00.0;5.9132;2.7526;1.6067;1.1458;6.1811
2016-04-07T00:08:00.0/2016-04-07T00:09:00.0;6.0083;2.8157;1.6527;1.1630;6.2572
2016-04-07T00:09:00.0/2016-04-07T00:10:00.0;6.1033;2.8790;1.6989;1.1801;6.3321
2016-04-07T00:10:00.0/2016-04-07T00:11:00.0;6.1981;2.9425;1.7454;1.1971;6.4059
2016-04-07T00:11:00.0/2016-04-07T00:12:00.0;6.2929;3.0061;1.7922;1.2139;6.4784
2016-04-07T00:12:00.0/2016-04-07T00:13:00.0;6.3875;3.0698;1.8392;1.2307;6.5498
2016-04-07T00:13:00.0/2016-04-07T00:14:00.0;6.4821;3.1337;1.8864;1.2473;6.6202
2016-04-07T00:14:00.0/2016-04-07T00:15:00.0;6.5765;3.1977;1.9339;1.2638;6.6894
2016-04-07T00:15:00.0/2016-04-07T00:16:00.0;6.6707;3.2618;1.9816;1.2802;6.7575
